센터ID,센터명,시도,시군구,유형,주소,우편번호,위도,경도,전화번호,팩스번호,홈페이지,설립일,의사인원수,간호사인원수,사회복지사인원수,기타인원_파싱_JSON,운영기관명,운영기관대표자명,운영기관전화번호,프로그램_개수,프로그램_리스트_텍스트,데이터출처
C0241,경상남도의령군치매안심센터,경상남도,의령군,치매안심센터,"경남 의령군 의령읍 의병로8길 16-1 (서동리, 항노화센터 및 치매안심센터) 1층,4층",52151.0,35.31740278,128.2554404,055-570-4070,055-570-4089,uiryeong.nid.or.kr,2019-07-01,0.0,9.0,2.0,{},의령군보건소,조미경,055-570-4072,3,치매환자쉼터 | 치매예방교실 | 맞춤형 사례관리,파일1+파일2
C0242,경상남도진주시치매안심센터,경상남도,진주시,치매안심센터,"경남 진주시 월아산로 2026 (초전동, 경상남도청 서부청사) 1층, 진주시 치매안심센터",52732.0,35.21470009,128.1229151,055-749-5778,055-749-5799,jinju.nid.or.kr,2018-11-26,3.0,20.0,1.0,"{""행정인력"": 1, ""작업치료사"": 1}",진주시보건소,황혜경,055-749-5778,6,치매선별 및 진단검사 | 치매안심센터 쉼터운영 | 치매극복의 날 행사 | 치매파트너 | 파트너플러스 | 치매안심마을 운영,파일1+파일2
C0243,경상남도창원시진해치매안심센터,경상남도,진해구,치매안심센터,"경남 창원시 진해구 중원동로 62 (중앙동, 서부보건지소) 4층 치매안심센터",51680.0,35.14989059,128.6619377,055-225-6692,055-225-4772,jinhae.nid.or.kr,2019-05-31,,,,{},,,,0,,파일1
C0244,경상남도창녕군치매안심센터,경상남도,창녕군,치매안심센터,"경남 창녕군 창녕읍 군청1길 37 (교리, 창녕군 보건소) 창녕군 치매안심센터",50317.0,35.5436574,128.4901131,055-530-7503,055-530-6299,cng.nid.or.kr,2018-07-24,2.0,8.0,3.0,"{""작업치료사"": 2, ""행정인력"": 4}",창녕군보건소,권석규,055-530-7503,5,치매환자 등록 및 관리 | 치매조기검진 | 치매예방교육 및 인식개선 | 치매가족교육 및 자조모임 | 쉼터프로그램운영 등,파일1+파일2
C0245,경상남도창원시치매안심센터,경상남도,창원시,치매안심센터,"경남 창원시 성산구 마디미로73번길 10 (상남동, 창원보건소 치매안심센터) 상남동 37-3",51503.0,35.21832577,128.6823024,055-225-5748,055-225-4767,changwon.nid.or.kr,2019-12-04,1.0,9.0,2.0,"{""작업치료사"": 2}",창원보건소 건강관리과,오재연,055-225-5794,4,치매인지재활 | 치매가족모임 | 무료치매검사 | 치매극복의날 기념행사,파일1+파일2
C0246,경상남도통영시치매안심센터,경상남도,통영시,치매안심센터,"경남 통영시 안개4길 102 (무전동, 통영시치매안심센터) 통영시 치매안심센터 2층",53038.0,34.85981086,128.4323367,055-650-6100,055-650-6599,tongyeong.nid.or.kr,2019-09-23,0.0,8.0,2.0,"{""행정인력"": 7}",경상남도 통영시,천영기,055-650-6100,10,조기치매검진 | 치매환자상담및등록관리고위험군집중검진및등록관리 | 파트너선도단체양성 | 인식개선및홍보 | 사례관리운영 | 인지강화교실운영 | 쉼터운영 | 기족교실운영 | 치매환자실종예방관리비지원 | 정밀진단비지원,파일1+파일2
C0247,경상남도하동군치매안심센터,경상남도,하동군,치매안심센터,"경남 하동군 횡천면 경서대로 1189 (횡천리, 횡천중학교) 하동군치매안심센터",52319.0,35.10953824,127.8164709,055-880-6850,055-880-6799,hadong.nid.or.kr,2018-12-27,0.0,9.0,3.0,"{""행정인력"": 2, ""작업치료사"": 2, ""송영인력"": 1}",경상남도 하동군 보건소,장성훈,055-880-6850,9,쉼터운영 | 치매예방교실운영 | 치매상담등록관리 | 치매안심마을운영 | 치매조기검진 | 치매환자맞춤형사례관리 | 치매환자가족프로그램운영 | 인지강화교실운영 | 치매파트너 양성,파일1+파일2
C0248,경상남도함안군치매안심센터,경상남도,함안군,치매안심센터,"경남 함안군 군북면 함마대로 768-3 (중암리, 군북면보건지소)",52066.0,35.26395038,128.3428448,055-580-3245,055-580-3129,haman.nid.or.kr,2018-05-31,1.0,11.0,1.0,"{""작업치료사"": 2, ""행정인력"": 2, ""임상심리사"": 1, ""치위생사"": 1, ""물리치료사"": 1}",경상남도 함안군,박수귀,055-580-3240,6,치매예방교육 | 치매조기검진사업 | 치매환자 등록관리 | 치매치료관리비지원 | 인지재활프로그램및치매쉼터운영 | 치매환자가족지원,파일1+파일2
C0249,경상남도함양군치매안심센터,경상남도,함양군,치매안심센터,"경남 함양군 함양읍 한들로 141 (용평리, 함양군보건소) 함양군치매안심센터",50039.0,35.5196763,127.7317814,055-960-8080,055-964-1908,hygn.nid.or.kr,2018-09-28,1.0,5.0,5.0,"{""작업치료사"": 2, ""행정인력"": 2}",함양군보건소,,055-960-5355,8,치매조기검진 | 치매환자상담 및 등록관리 | 조호물품제공 | 맞춤형사례관리 | 인지재활프로그램운영 | 치매가족모임운영 | 치매인식개선사업 | 치매환자실종예방사업 등,파일1+파일2
C0250,경상남도합천군치매안심센터,경상남도,합천군,치매안심센터,"경남 합천군 합천읍 동서로 39 (합천리, 종합사회복지관) 1층,2층 합천군치매안심센터",50232.0,35.56792811,128.1567534,055-930-4092,,hc.nid.or.kr,2017-12-28,1.0,11.0,1.0,"{""임상심리사"": 1, ""작업치료사"": 2, ""기타"": 3}",경상남도 합천군보건소,안명기,055-930-4091,7,치매조기검진 | 치매진단검사 | 치매치료관리비 지원 | 치매환자 조호물품 제공 | 치매환자 실종예방 사업 | 치매환자 쉼터 운영 | 치매환자 가족교실 운영,파일1+파일2
C0251,제주도서귀포시동부치매안심센터,제주특별자치도,제주도 서귀포시 동부,치매안심센터,"제주특별자치도 서귀포시 남원읍 태위로 527 (남원리, 동부보건소) 2층 치매안심센터",63620.0,33.27562846,126.7034249,064-760-6125,064-764-1856,seogwipodb.nid.or.kr,2018-07-31,,,,{},,,,0,,파일1
C0252,제주도서귀포시치매안심센터,제주특별자치도,제주도 서귀포시 서귀포,치매안심센터,"제주특별자치도 서귀포시 중앙로101번길 52 (서홍동, 서귀포보건소) 별관 치매안심센터",63584.0,33.25348127,126.5553573,064-760-6555,,seogwipo.nid.or.kr,2018-07-31,,,,{},,,,0,,파일1
C0253,제주도서귀포시서부치매안심센터,제주특별자치도,제주도 서귀포시 서부,치매안심센터,"제주특별자치도 서귀포시 대정읍 최남단해안로15번길 12 (하모리, 서부보건소) 치매안심센터 2층",63513.0,33.21867194,126.2532449,064-760-6249,064-760-6219,seogwiposb.nid.or.kr,2018-05-01,,,,{},,,,0,,파일1
C0254,제주도제주시동부치매안심센터,제주특별자치도,제주도 제주시 동부,치매안심센터,"제주특별자치도 제주시 구좌읍 김녕로14길 6 (김녕리, 동부보건소) 치매안심센터",63357.0,33.55435153,126.751328,064-728-7551,064-728-7569,jejudongbu.nid.or.kr,2018-08-03,,,,{},,,,0,,파일1
C0255,제주도제주시치매안심센터,제주특별자치도,제주도 제주시 제주,치매안심센터,"제주특별자치도 제주시 연삼로 264 (도남동, 제주보건소) 제주보건소 별관 2층 치매안심센터",63219.0,33.49159994,126.5202379,064-728-8500,064-728-8509,jejuansim.nid.or.kr,2018-09-20,,,,{},,,,0,,파일1
C0256,제주도제주시서부치매안심센터,제주특별자치도,제주도 제주시 서부,치매안심센터,"제주특별자치도 제주시 한림읍 강구로 5 (한림리, 서부보건소) 치매안심센터",63028.0,33.41208361,126.2695292,064-728-8661,064-728-4149,jejuseobu.nid.or.kr,2018-06-20,,,,{},,,,0,,파일1
C0257,구미시선산치매안심센터,경상북도,구미시,치매안심센터,경상북도 구미시 선산읍 선주로 121,,36.24417904,128.2999491,054-480-4350,,,2019-01,0.0,10.0,2.0,"{""작업치료사"": 3}",구미시선산치매안심센터,이은주,054-480-4350,6,치매환자 등록 및 상담 | 맞춤형 사례관리 | 치매조기검진 | 치매환자쉼터 및 예방교실 | 치매가족지원사업 | 치매인식개선사업 등,파일2
C0258,구미치매안심센터,경상북도,구미시,치매안심센터,경상북도 구미시 지산11길 8-1,,36.139463,128.3455203,054-480-4880,,,2019-12,0.0,8.0,3.0,"{""작업치료사"": 3, ""임상심리사"": 1, ""행정인력"": 3}",구미치매안심센터,이경문,054-480-4880,6,치매환자 등록 및 상담 | 맞춤형 사례관리 | 치매조기검진 | 치매환자쉼터 및 예방교실 | 치매가족지원사업 | 치매인식개선사업 등,파일2
C0259,부천시치매안심센터,경기도,부천시,치매안심센터,경기도 부천시 원미구 길주로 410,,37.50363121,126.7880203,032-625-4421,,,2019-12,0.0,13.0,3.0,"{""작업치료사"": 1, ""행정인력"": 6}",부천시보건소,송정원,032-625-4421,3,치매환자의 등록·관리 | 치매의 예방·교육 및 홍보 | 치매조기검진,파일2
C0260,분당구보건소 치매안심센터,경기도,성남시,치매안심센터,경기도 성남시 분당구 내정로 94(정자동 한솔마을 711동 1층),,37.367389,127.115509,031-729-8783,,,2018-12,0.0,12.0,1.0,"{""기타"": 4, ""임상심리사"": 2, ""작업치료사"": 3, ""시설관리"": 1}",분당구보건소,구성수,031-729-8783,9,상담 및 등록관리 | 치매 조기검진 | 치매예방관리 | 치매환자 쉼터 운영 | 치매지원 서비스 | 치매가족 및 보호자 지원사업 | 치매 인식개선 및 교육홍보 | 치매 안심마을 운영 | 치매 공공 후견사업,파일2
C0261,중원구보건소 치매안심센터,경기도,성남시,치매안심센터,경기도 성남시 중원구 금상로 137(상대원동),,37.442188,127.170527,031-739-3030,,,2017-01,1.0,7.0,6.0,"{""임상심리사"": 1, ""작업치료사"": 5}",(의)롯데의료재단,김천주,031-739-3030,9,상담 및 등록관리 | 치매 조기검진 | 치매예방관리 | 치매환자 쉼터 운영 | 치매지원 서비스 | 치매가족 및 보호자 지원사업 | 치매 인식개선 및 교육홍보 | 치매 안심마을 운영 | 치매 공공 후견사업,파일2
C0262,수정구보건소 치매안심센터,경기도,성남시,치매안심센터,경기도 성남시 수정구 수정로 218,,37.444312,127.14406,031-729-3879,,,2017-01,0.0,12.0,2.0,"{""작업치료사"": 3, ""행정인력"": 4}",수정구보건소,강연하,031-729-3879,9,상담 및 등록관리 | 치매 조기검진 | 치매예방관리 | 치매환자 쉼터 운영 | 치매지원 서비스 | 치매가족 및 보호자 지원사업 | 치매 인식개선 및 교육홍보 | 치매 안심마을 운영 | 치매 공공 후견사업,파일2
C0263,효성평생건강센터,인천광역시,계양구,치매안심센터,인천광역시 계양구 봉오대로543번길 21,,37.532527,126.7086103,032-450-1845,,,2019-12,0.0,1.0,0.0,"{""기타"": 2, ""송영인력"": 1, ""시설관리"": 1}",계양구보건소,이미숙,032-450-1845,3,치매조기검진 | 치매환자지원사업 | 치매환자쉼터운영,파일2
C0264,인천광역시 동구 구립 치매전담형 주간보호센터 동구동락,인천광역시,동구,치매안심센터,인천광역시 동구 방축로 193,,37.47927144,126.6661296,032-575-0019,,,2022-12,0.0,2.0,1.0,"{""기타"": 6, ""송영인력"": 1}",인천광역시 의료원,장석일,032-575-0019,5,치매환자 신체활동 지원 | 기능 회복훈련 | 건강 및 간호관리 | 인지관리 | 치매환자와 가족에 대한 교육 및 지원,파일2
C0265,진상백학동기억샘터,전라남도,광양시,치매안심센터,전라남도 광양시 진상면 신황길 126,,35.05320532,127.6882086,061-797-4814,,,2020-12,0.0,1.0,0.0,"{""송영인력"": 1, ""작업치료사"": 1}",광양시보건소,양준석,061-797-4814,2,치매조기검진 | 인지강화프로그램,파일2
C0266,대전서구치매안심센터,대전광역시,서구,치매안심센터,"대전광역시 서구 만년로74, 서구보건소 5층",,36.3670884877,127.3810425,042-288-4470,,,2018-04,0.0,9.0,4.0,"{""작업치료사"": 2, ""임상심리사"": 2}",대전서구보건소,조은숙,042-288-4470,15,치매환자인지재활프로그램 | 고위험군인지강화교실 | 치매예방교실 | 찾아가는경로당치매예방교실 | 치매예방교육 | 치매파트너및플러스사업 | 가족교실 | 가족자조모임 | 선별검사및진단검사 | 치매치료관리비지원 | 조호물품지원 | 배회가능어르신인식표제공 | 지문등사전등록 | 공공후견지원사업 | 사례관리,파일2
C0267,남양주풍양보건소 치매안심센터,경기도,남양주시,치매안심센터,경기도 남양주시 진접읍 금강로 1509-26,,37.726331,127.189819,031-590-8381,,,2018-07,2.0,8.0,1.0,"{""작업치료사"": 3, ""물리치료사"": 1}",남양주풍양보건소,이정미,031-590-8381,5,치매조기검진 | 치매환자쉼터 | 치매가족지원 | 치매예방관리 | 치매인식개선,파일2
C0268,평택시 송탄치매안심센터,경기도,평택시,치매안심센터,경기도 평택시 서정로 295(송탄보건소옆),,37.065701,127.066497,031-8024-7257,,,2019-12,0.0,2.0,1.0,"{""행정인력"": 1, ""작업치료사"": 3, ""임상심리사"": 2}",경기도 평택시청 송탄보건소,,031-8024-7257,6,치매조기검진 | 치매환자 쉼터 | 치매예방교실 | 인지강화교실 | 치매가족교실 | 인식개선캠페인 등,파일2
C0269,평택시치매안심센터 안중분소,경기도,평택시,치매안심센터,"경기도 평택시 안중읍 안현로서9길 24, 3층",,36.97815461,126.922304,031-8024-8677,,,2021-12,1.0,2.0,0.0,"{""작업치료사"": 1, ""치위생사"": 1}",경기도 평택시청 평택보건소 안중보건지소,,031-8024-8677,4,치매조기검진사업 | 치매환자 프로그램 | 치매예방교육 및 인지재활 | 가족프로그램 운영 등,파일2
C0270,진해보건소 치매안심센터,경상남도,창원시,치매안심센터,경상남도 창원시 진해구 중원동로 62,,35.149898,128.661939,055-225-6692,,,2019-12,1.0,5.0,3.0,"{""작업치료사"": 2, ""임상심리사"": 1}",진해보건소 서부보건지소,강명구,055-225-6692,4,치매인지재활 | 치매가족모임 | 무료치매검사 | 치매극복의날 기념행사,파일2
C0271,화성시치매안심센터 동부분소,경기도,화성시,치매안심센터,경기도 화성시 병점구 떡전골로 72-3,,37.20527854,127.0349013,031-5189-4431,,,2021-01,0.0,4.0,0.0,"{""시설관리"": 1}",경기도 화성시 동부보건소,심정식,031-5189-4431,4,치매조기검진사업 | 치매인식개선 및 예방사업 | 가족교육사업 | 맞춤형 사례관리사업,파일2
C0272,화성시치매안심센터 동탄분소,경기도,화성시,치매안심센터,경기도 화성시 동탄구 노작로 226-9,,37.20701031,127.078776121,031-5189-4377,,,2019-07,1.0,7.0,0.0,"{""응급구조사"": 1}",경기도 화성시 동탄보건소,문자,031-5189-4377,5,치매조기검진사업 | 치매인식개선 및 예방사업 | 가족교육사업 | 쉼터 운영사업 | 맞춤형 사례관리사업,파일2
C0273,화성시치매안심센터 봉담분소,경기도,화성시,치매안심센터,경기도 화성시 효행구 봉담읍 동화새터길 109,,37.21705403,126.9611275,031-5189-6269,,,2021-01,0.0,8.0,0.0,"{""작업치료사"": 1}",경기도 화성시 서부보건소,곽매헌,031-5189-6269,4,치매조기검진사업 | 치매인식개선 및 예방사업 | 가족교육사업 | 맞춤형 사례관리사업,파일2
C0274,안산시상록수치매안심센터,경기도,안산시,치매안심센터,"경기도 안산시 상록구 차돌배기로1길 5, 상록수보건소 3층",,37.30026357,126.8450629,031-481-5848,,,2019-05,0.0,10.0,2.0,"{""작업치료사"": 2}",안산시 상록수보건소,이미경,031-481-5848,6,조기검진 | 약제비지원 | 사례관리 | 예방교육 | 쉼터및가족카페운영 | 치매파트너양성,파일2
C0275,안산시단원치매안심센터,경기도,안산시,치매안심센터,"경기도 안산시 단원구 화랑로 250, 단원보건소 3층",,37.32106713,126.8152625,031-481-6541,,,2018-03,0.0,7.0,0.0,"{""작업치료사"": 3}",안산시 단원보건소,정영란,031-481-6541,6,조기검진 | 약제비지원 | 사례관리 | 예방교육 | 쉼터및가족카페운영 | 치매파트너양성,파일2
C0276,김해시서부보건소분소,경상남도,김해시,치매안심센터,경상남도 김해시 능동로 149,,35.202341,128.8072142,055-330-8391,,,2023-01,0.0,2.0,1.0,{},경상남도 김해시 김해시서부보건소,,055-330-8391,1,치매상담 및 등록,파일2
C0277,치매안심센터 주촌분소,경상남도,김해시,치매안심센터,경상남도 김해시 주촌면 주선로 29-1,,35.234777,128.845757,055-320-5971,,,2018-03,0.0,5.0,2.0,"{""임상심리사"": 1, ""행정인력"": 1}",경상남도 김해시 김해시보건소,,055-320-5971,2,치매조기검진(선별 | 진단검사),파일2
C0278,남부치매안심센터,경기도,이천시,치매안심센터,경기도 이천시 장호원읍 서동대로8809번길 30-15,,37.11672581,127.6148957,031-6190-7227,,,2019-12,0.0,1.0,1.0,"{""작업치료사"": 1}",이천시 보건소,한미연,031-6190-7227,9,치매조기검진사업 | 치매치료관리비지원사업 | 치매쉼터프로그램운영 | 치매환자가족(헤아림) 교육 및 자조모임운영 | 치매예방 홍보 교육 및 캠페인 | 치매파트너 모집 | 치매관련 정보제공 | 치매환자 배회인식표 제공 | 자원연계,파일2
C0279,남부치매안심센터,경기도,여주시,치매안심센터,경기도 여주시 점동면 청안2길 20,,37.20378959,127.6599867,031-887-3493,,,2025-08,0.0,0.0,1.0,"{""작업치료사"": 1}",경기도 여주시보건소,,031-887-3493,4,예방프로그램 | 쉼터 | 치매인식개선사업 | 조기검진사업,파일2
C0280,북부치매안심센터,경기도,여주시,치매안심센터,경기도 여주시 대신면 풍양1길 16,,37.37205549,127.5852432,031-887-3497,,,2025-07,0.0,1.0,0.0,"{""작업치료사"": 1}",경기도 여주시보건소,,031-887-3497,4,예방프로그램 | 쉼터 | 치매인식개선사업 | 조기검진사업,파일2
C0281,시흥시 치매안심센터(남부),경기도,시흥시,치매안심센터,경기도 시흥시 정왕대로233번길 19,,37.3467224002,126.7401533604,031-310-5930,,,2018-12,0.0,3.0,1.0,"{""작업치료사"": 2, ""치위생사"": 1, ""송영인력"": 1}",시흥시보건소,이형정,031-310-5930,4,치매조기검진 | 치매의료비 및 검진비 지원 | 치매예방교육 | 치매환자쉼터 및 가족지원사업 등,파일2
C0282,시흥시 치매안심센터(중부),경기도,시흥시,치매안심센터,경기도 시흥시 목감우회로 23,,37.381696,126.858765,031-310-6825,,,2020-12,0.0,4.0,1.0,"{""작업치료사"": 2, ""송영인력"": 1}",시흥시보건소,이형정,031-310-6825,4,치매조기검진 | 치매의료비 및 검진비 지원 | 치매예방교육 | 치매환자쉼터 및 가족지원사업 등,파일2
C0283,장성군치매안심센터,전라남도,장성군,치매안심센터,전라남도 장성군 장성읍 성산5길 17,,35.3233003,126.808367,061-390-7161,,,2022-12,0.0,6.0,3.0,"{""작업치료사"": 1, ""임상심리사"": 1}",전라남도 장성군,박보서,061-390-7161,3,치매조기검진 | 상담 및 등록관리 | 프로그램운영,파일2
C0284,영광군치매안심센터,전라남도,영광군,치매안심센터,전라남도 영광군 영광읍 신남로 4길 17,,35.27468261,126.5041643,061-350-4806,,,2022-12,0.0,7.0,3.0,"{""작업치료사"": 2, ""기타"": 1}",전라남도 영광군,지경현,061-350-4806,2,등록관리 | 프로그램 운영,파일2
C0285,무안군치매안심센터,전라남도,무안군,치매안심센터,전라남도 무안군 무안읍 불무로 38-9,,34.98830267,126.4735676,061-450-5075,,,2022-12,0.0,7.0,2.0,"{""작업치료사"": 1, ""기타"": 4}",전라남도 무안군,김성철,061-450-5075,3,치매조기검진 | 상담 및 등록관리 | 프로그램운영,파일2
C0286,해남군치매안심센터,전라남도,해남군,치매안심센터,전라남도 해남군 해남읍 해남로 46,,34.57046123,126.6120439,061-531-3703,,,2022-12,0.0,8.0,2.0,"{""작업치료사"": 1, ""기타"": 1}",전라남도 해남군,소은영,061-531-3703,3,치매환자쉼터 | 가족교실 | 치매예방 및 인지강화교실,파일2
C0287,화순군치매안심센터,전라남도,화순군,치매안심센터,전라남도 화순군 화순읍 충의로 40,,35.05539364,126.9820968,061-379-5317,,,2022-12,0.0,6.0,4.0,"{""작업치료사"": 2, ""임상심리사"": 1}",전라남도 화순군,박미라,061-379-5317,2,치매조기검진 | 프로그램 운영,파일2
C0288,광양시치매안심센터,전라남도,광양시,치매안심센터,전라남도 광양시 광양읍 호북길 13-3,,34.98010194,127.58361,061-797-4059,,,2022-12,0.0,8.0,1.0,"{""작업치료사"": 2, ""행정인력"": 1, ""기타"": 3}",전라남도 광양시,김복덕,061-797-4059,2,치매조기검진 | 상담등록관리 운영,파일2
C0289,나주시치매안심센터,전라남도,나주시,치매안심센터,전라남도 나주시 풍물시장2길 57-32,,34.99522645,126.708224,061-339-4771,,,2022-12,0.0,10.0,2.0,"{""작업치료사"": 4}",전라남도 나주시,강동렬,061-339-4771,2,치매조기검진 | 프로그램 운영,파일2
C0290,여수시치매안심센터,전라남도,여수시,치매안심센터,전라남도 여수시 신월로 794,,34.73915914,127.7260493,061-659-5440,,,2022-12,0.0,14.0,4.0,"{""작업치료사"": 2, ""기타"": 3}",전라남도 여수시,신준섭,061-659-5440,2,등록관리 | 프로그램 운영,파일2
C0291,충청북도 청주시 청원구 치매안심센터,충청북도,청주시,치매안심센터,충청북도 청주시 청원구 오창읍 과학산업3로 238,,36.71040635,127.4304713,043-201-4377,,,2018-12,0.0,3.0,2.0,"{""작업치료사"": 4, ""임상심리사"": 2, ""행정인력"": 3}",청주시 청원보건소,정주영,043-201-4377,11,치매조기검진 | 치매치료관리비및검진비지원 | 치매예방교육 | 인지강화교실 | 치매안심마을운영 | 치매환자맞춤형사례관리 | 치매공공후견인 | 치매환자쉼터및가족지원사업 | 치매파트너운영 | 돌봄재활사업 | 등,파일2
C0292,충청북도 청주시 흥덕구 치매안심센터,충청북도,청주시,치매안심센터,충청북도 청주시 흥덕구 대농로 88,,36.64147861,127.4315238,043-201-4333,,,2018-08,0.0,3.0,4.0,"{""작업치료사"": 4, ""임상심리사"": 2, ""행정인력"": 2}",청주시 흥덕보건소,홍정희,043-201-4333,11,치매조기검진 | 치매치료관리비및검진비지원 | 치매예방교육 | 인지강화교실 | 치매안심마을운영 | 치매환자맞춤형사례관리 | 치매공공후견인 | 치매환자쉼터및가족지원사업 | 치매파트너운영 | 돌봄재활사업 | 등,파일2
C0293,충청북도 청주시 서원구 치매안심센터,충청북도,청주시,치매안심센터,"충청북도 청주시 서원구 구룡산로 235, 3층 (수곡동, 위너스빌)",,36.616052,127.4713305,043-201-3711,,,2018-10,0.0,3.0,2.0,"{""작업치료사"": 2, ""임상심리사"": 1, ""행정인력"": 6}",청주시 서원보건소,권영권,043-201-3711,11,치매조기검진 | 치매치료관리비및검진비지원 | 치매예방교육 | 인지강화교실 | 치매안심마을운영 | 치매환자맞춤형사례관리 | 치매공공후견인 | 치매환자쉼터및가족지원사업 | 치매파트너운영 | 돌봄재활사업 | 등,파일2
C0294,충청북도 청주시 상당구 치매안심센터,충청북도,청주시,치매안심센터,충청북도 청주시 상당구 남일면 단재로 480,,36.58855535,127.5053143,043-201-3637,,,2019-06,0.0,2.0,3.0,"{""작업치료사"": 3, ""임상심리사"": 1, ""행정인력"": 5}",청주시 상당보건소,방영란,043-201-3637,11,치매조기검진 | 치매치료관리비및검진비지원 | 치매예방교육 | 인지강화교실 | 치매안심마을운영 | 치매환자맞춤형사례관리 | 치매공공후견인 | 치매환자쉼터및가족지원사업 | 치매파트너운영 | 돌봄재활사업 | 등,파일2
C0295,충청북도광역치매센터,충청북도,청주시,광역치매센터,"충청북도 청주시 서원구 1순환로 767, 지오빌딩 3층",,36.625449,127.463825,043-269-6891,,,2013-12,1.0,0.0,4.0,"{""작업치료사"": 3, ""임상심리사"": 1}",충북대학교병원,김아련,043-269-6891,7,치매인력전문화교육 | 치매극복의날기념식 | 치매극복걷기대회 | 치매파트너운영 | 치매특화사업개발 | 치매연구조사 | 등,파일2
C0296,영통구치매안심센터,경기도,수원시,치매안심센터,경기도 수원시 영통구 영통로 396,,37.2568819,127.0697092,031-5191-0824,,,2018-01,1.0,8.0,4.0,"{""작업치료사"": 2}",영통구보건소,이민희,031-5191-0824,4,치매조기검진 | 치매치료관리비지원 | 인지프로그램운영 | 치매가족지지프로그램 운영 등,파일2
C0297,팔달구치매안심센터,경기도,수원시,치매안심센터,경기도 수원시 팔달구 팔달산로 6(교동),,37.271433,127.0125194,031-5159-0630,,,2019-06,6.0,10.0,2.0,"{""작업치료사"": 2}",팔달구보건소,최향란,031-5159-0630,4,치매조기검진 | 치매치료관리비지원 | 인지프로그램운영 | 치매가족지지프로그램 운영 등,파일2
